Country,Season,Variable,Slope,R2,p
BN,WINTER,MEAN_T_AVG,0.016315661600091066,0.23608029144697026,0.0004013608593642687
BN,WINTER,MAX_T_AVG,0.03153755463663124,0.5287512106703517,3.27909547420916e-09
BN,SUMMER,MIN_T_AVG,0.02394668490638781,0.5553488001762295,8.183085155325076e-10
BN,SUMMER,MEAN_T_AVG,0.01857426073441641,0.4544766531443152,1.0961280791908306e-07
BN,SUMMER,MAX_T_AVG,0.016553550961682095,0.22748064724443476,0.0005305706019406465
BO,WINTER,MIN_T_AVG,0.047479633667490154,0.13958207623664262,0.001042622353700287
BO,WINTER,MEAN_T_AVG,0.0332364518252222,0.09286819477766188,0.008291094997781424
BO,WINTER,MAX_T_AVG,0.027673591428254648,0.07875263652118862,0.015441941263957266
BO,SUMMER,MIN_T_AVG,0.015732072169252705,0.10599064647218186,0.00494491769888993
BO,SUMMER,MEAN_T_AVG,0.02783341388332082,0.21645233102227368,3.36523541374528e-05
BO,SUMMER,MAX_T_AVG,0.038214376738386346,0.2886027045748764,9.571794740213647e-07
BP,WINTER,MIN_T_AVG,0.0075100263527658135,0.05323496976929904,0.06031650270959737
BP,WINTER,MEAN_T_AVG,0.01401488803636747,0.2242862467880499,5.1710370773057376e-05
BP,WINTER,MAX_T_AVG,0.013579673337297248,0.11573986343608082,0.0048497656974962515
BP,SUMMER,MIN_T_AVG,-0.01122306097545045,0.019211295818331937,0.25604159579029356
BP,SUMMER,MEAN_T_AVG,-0.006577536686880035,0.007388090450122966,0.48252633941804035
BP,SUMMER,MAX_T_AVG,-0.0140162962007685,0.029482118318952776,0.15832665326573672
BR,WINTER,MIN_T_AVG,0.008833843936134315,0.009194472720397152,0.41315545973705914
BR,WINTER,MEAN_T_AVG,0.010614964267566092,0.021352091666212564,0.2109566210952381
BR,WINTER,MAX_T_AVG,0.009725000864714853,0.03161206885869726,0.1269849934441664
BR,SUMMER,MIN_T_AVG,0.01584492934841314,0.09916294268040773,0.0055950712761653745
BR,SUMMER,MEAN_T_AVG,0.013045281736803081,0.10130669367368923,0.00507800857160422
BR,SUMMER,MAX_T_AVG,0.012222910217157906,0.11888310080456897,0.0022872798266200356
BT,WINTER,MIN_T_AVG,0.07135530490692066,0.05520219647371604,0.46229703205426276
BT,WINTER,MEAN_T_AVG,0.2775313762099793,0.6125585906522386,0.002616884247978333
BT,WINTER,MAX_T_AVG,0.2087185589349626,0.20097365144184318,0.14383431698518326
BT,SUMMER,MIN_T_AVG,0.006165846365589501,0.0021810778585460073,0.8980618791921807
BT,SUMMER,MEAN_T_AVG,0.09656516493821274,0.30090399002125967,0.10060400118143287
BT,SUMMER,MAX_T_AVG,0.10925459122062275,0.22068322686374184,0.17070819996033906
BU,WINTER,MIN_T_AVG,0.003983795291741358,0.005120822858722688,0.5741722445333186
BU,WINTER,MEAN_T_AVG,0.01778816871718027,0.09224537914349985,0.014695351336770886
BU,WINTER,MAX_T_AVG,0.035254376379125124,0.2349285653824472,4.9364183221168465e-05
BU,SUMMER,MIN_T_AVG,0.013629680308812824,0.08741719407811196,0.01769257286499276
BU,SUMMER,MEAN_T_AVG,0.02123892796704403,0.11205145811408021,0.006858791135281875
BU,SUMMER,MAX_T_AVG,0.02672261541871564,0.10040518304581983,0.010738739718482765
BV,WINTER,MIN_T_AVG,-0.07215314928339676,0.11266159579206288,0.26220807371105864
BV,WINTER,MEAN_T_AVG,-0.025182901511655566,0.03030074777010936,0.5695228912949699
BV,WINTER,MAX_T_AVG,0.029278923955017657,0.018421541665277794,0.6584068960851563
BV,SUMMER,MIN_T_AVG,-0.04447044600372181,0.2128742860122654,0.0834263946497602
BV,SUMMER,MEAN_T_AVG,-0.032274345377233685,0.10863790047643333,0.23026043905677207
BV,SUMMER,MAX_T_AVG,0.012609483179586862,0.003090631787484533,0.843996531975993
BX,WINTER,MIN_T_AVG,0.0073136169676654966,0.04850017110379061,0.14603658166865627
BX,WINTER,MEAN_T_AVG,0.015735319252956754,0.2235679737431268,0.0010383672571435978
BX,WINTER,MAX_T_AVG,0.03374666533243453,0.4894525961903825,8.933825957253337e-08
BX,SUMMER,MIN_T_AVG,0.02081980090122146,0.29122749268232173,0.00015660167760926658
BX,SUMMER,MEAN_T_AVG,0.022731146711747058,0.4413339292570307,8.786358181672166e-07
BX,SUMMER,MAX_T_AVG,0.02735731747853303,0.32757944797448185,4.9220384839185306e-05
BY,WINTER,MIN_T_AVG,0.08996061931974982,0.3949775848678583,1.410018754293921e-05
BY,WINTER,MEAN_T_AVG,0.03507950682821453,0.13870557141751447,0.0179514220516379
BY,WINTER,MAX_T_AVG,0.014029658782227212,0.06127708376015914,0.12355346788872382
BY,SUMMER,MIN_T_AVG,0.042145801271338545,0.2921319833435553,0.0003178304746170398
BY,SUMMER,MEAN_T_AVG,0.019136666618480874,0.038221597163752126,0.22667360074254242
BY,SUMMER,MAX_T_AVG,0.011448643715592614,0.0353195584214813,0.24552074745066435
CA,WINTER,MIN_T_AVG,0.07489276495953447,0.5066873456679497,4.575956972923221e-14
CA,WINTER,MEAN_T_AVG,0.08988229490190795,0.6213888629839259,9.191245875100878e-19
CA,WINTER,MAX_T_AVG,0.10692049998280251,0.6728361814154957,2.3871893524671745e-21
CA,SUMMER,MIN_T_AVG,0.03629697245603025,0.4279439494096659,1.996120794381812e-11
CA,SUMMER,MEAN_T_AVG,0.0643243592912751,0.5021143906302012,6.678177378534239e-14
CA,SUMMER,MAX_T_AVG,0.09006794401979462,0.487798918269425,2.1342340945737395e-13
CB,WINTER,MIN_T_AVG,0.0326221040475575,0.3623958153883636,6.005757766116607e-06
CB,WINTER,MEAN_T_AVG,0.02813212238948493,0.3570814041035302,7.317591940705984e-06
CB,WINTER,MAX_T_AVG,0.009083763170348128,0.08690310970195357,0.04195178807540521
CB,SUMMER,MIN_T_AVG,0.01806050836687264,0.48453379791201445,7.83332371789501e-08
CB,SUMMER,MEAN_T_AVG,0.017255116861540465,0.36624899532410427,8.375097646726724e-06
CB,SUMMER,MAX_T_AVG,0.022951562286624295,0.3902291120927032,3.4836947781865845e-06
CD,WINTER,MIN_T_AVG,-0.006752659695052934,0.006042691745737413,0.6159842247546512
CD,WINTER,MEAN_T_AVG,0.033193332870092684,0.13504002777408558,0.014130202497339064
CD,WINTER,MAX_T_AVG,0.013474591878751102,0.020741222040036877,0.3509846215420961
CD,SUMMER,MIN_T_AVG,-0.005722899780355299,0.006814283424631975,0.5987098636703336
CD,SUMMER,MEAN_T_AVG,0.03275306267868958,0.16833985301015642,0.006282604546014997
CD,SUMMER,MAX_T_AVG,0.018148442011919324,0.05748153755330084,0.12149674947515039
CE,WINTER,MIN_T_AVG,-0.016590793419072103,0.13310099479081205,0.0028080323364916083
CE,WINTER,MEAN_T_AVG,-0.009517524725181113,0.09232978914083034,0.013865245791353932
CE,WINTER,MAX_T_AVG,-0.0015979471811807392,0.0017773834312951359,0.7387945241627056
CE,SUMMER,MIN_T_AVG,-0.016259810995881835,0.20524366516203374,0.00017056255434306814
CE,SUMMER,MEAN_T_AVG,-0.004926119169926429,0.021513163074871142,0.24746428583001287
CE,SUMMER,MAX_T_AVG,0.003986986451905755,0.013119034825299544,0.36747243345577907
CF,WINTER,MIN_T_AVG,0.035634975759240226,0.5262968153708152,3.7128689372621964e-09
CF,WINTER,MEAN_T_AVG,0.04419684937105134,0.6117083921462007,3.236385885767502e-11
CF,WINTER,MAX_T_AVG,0.039470109651179384,0.4355314278288583,2.4932639039481275e-07
CF,SUMMER,MIN_T_AVG,0.01898173663586298,0.1687193027203412,0.0033717067809587646
CF,SUMMER,MEAN_T_AVG,0.029932221379643843,0.5486539394754477,1.1692012052831511e-09
CF,SUMMER,MAX_T_AVG,0.0246010859998995,0.4418625221516438,1.9001082886905988e-07
CG,WINTER,MIN_T_AVG,0.021848375845142883,0.137971733360497,0.009340239287620893
CG,WINTER,MEAN_T_AVG,0.018372762813639316,0.11509611317594544,0.01832795558969278
CG,WINTER,MAX_T_AVG,0.018668947999746912,0.14179095632849273,0.008341318020780572
CG,SUMMER,MIN_T_AVG,0.010657965819058758,0.049757105097021526,0.12341037827730107
CG,SUMMER,MEAN_T_AVG,-0.00227327921174829,0.002785187147159476,0.7187435890408898
CG,SUMMER,MAX_T_AVG,-0.0046019578893646195,0.008573475152197573,0.5268767486852162
CH,WINTER,MIN_T_AVG,-0.1146792980708259,0.2795198512946597,1.8072585176235395e-06
CH,WINTER,MEAN_T_AVG,-0.10213175814833263,0.2931172895598042,9.077315686869327e-07
CH,WINTER,MAX_T_AVG,-0.08886731406158879,0.276095007512878,2.145614603914366e-06
CH,SUMMER,MIN_T_AVG,-0.031007285309572526,0.13260774575556272,0.0016631983579760501
CH,SUMMER,MEAN_T_AVG,-0.011210820643953914,0.03327702861395724,0.12510485920750913
CH,SUMMER,MAX_T_AVG,0.004795836503090375,0.007607987825296819,0.4662736734837303
CI,WINTER,MIN_T_AVG,0.009169069390484704,0.01844328949852982,0.3008448553060763
CI,WINTER,MEAN_T_AVG,0.013576273642339909,0.044476163504587114,0.10577879132640902
CI,WINTER,MAX_T_AVG,0.026045295388806452,0.10226046705557779,0.012749440219639906
CI,SUMMER,MIN_T_AVG,-0.01103719954692315,0.03247219909855167,0.16461995812151028
CI,SUMMER,MEAN_T_AVG,-0.0025605705335593207,0.0020450196613860157,0.7292941835509783
CI,SUMMER,MAX_T_AVG,0.0056435790173630885,0.006896449854848228,0.524591660952211
CJ,WINTER,MIN_T_AVG,0.18148255421329207,0.1476557290889294,0.003457404213304432
CJ,WINTER,MEAN_T_AVG,0.1892607498500926,0.17946912588960562,0.0011403410137089526
CJ,WINTER,MAX_T_AVG,0.18822483282147595,0.19744307253004106,0.0006019342597360877
CJ,SUMMER,MIN_T_AVG,0.15882441704802353,0.10972274649060998,0.012640578954193796
CJ,SUMMER,MEAN_T_AVG,0.20117891311660235,0.1780406376821502,0.0011992497844010314
CJ,SUMMER,MAX_T_AVG,0.13826752743484252,0.15678096309134673,0.0025215568378296376
CK,WINTER,MIN_T_AVG,0.029278551660106147,0.02490562092748823,0.24101804816337227
CK,WINTER,MEAN_T_AVG,0.040868885209093535,0.044782536228479636,0.11405047495391019
CK,WINTER,MAX_T_AVG,0.04424121290829084,0.04978224978514989,0.09525649595785378
CK,SUMMER,MIN_T_AVG,0.015213105955753748,0.014697675600294578,0.36900533237453825
CK,SUMMER,MEAN_T_AVG,0.026920112358180707,0.0414102196834834,0.12895094413792982
CK,SUMMER,MAX_T_AVG,0.03758306989834058,0.07009188112542829,0.0465695159643101
CM,WINTER,MIN_T_AVG,0.032010647640293904,0.11462012531716004,0.017338476990991315
CM,WINTER,MEAN_T_AVG,0.05237932169682806,0.5361678612319123,2.2441009597376806e-09
CM,WINTER,MAX_T_AVG,0.050883072573094566,0.6120071049410395,3.177653351383199e-11
CM,SUMMER,MIN_T_AVG,0.05041761630967193,0.3779831712506628,2.6039311708913874e-06
CM,SUMMER,MEAN_T_AVG,0.051087861382864384,0.46697612453901666,6.278753264855569e-08
CM,SUMMER,MAX_T_AVG,0.042644712682001526,0.43920293218254935,2.130578667713099e-07
CN,WINTER,MIN_T_AVG,0.027788715383951546,0.3030753365568193,6.090159654528328e-05
CN,WINTER,MEAN_T_AVG,0.02377792971472906,0.2997361763365629,6.814941457589858e-05
CN,WINTER,MAX_T_AVG,0.044641003163005843,0.6217496802681212,4.684788497001213e-11
CN,SUMMER,MIN_T_AVG,0.01707610419082675,0.2859955215624933,0.00010772756408124719
CN,SUMMER,MEAN_T_AVG,0.012433525213925224,0.12555803364591817,0.014537569148758648
CN,SUMMER,MAX_T_AVG,0.023748960897118882,0.32583518324562616,2.7940064574535237e-05
CO,WINTER,MIN_T_AVG,0.05065823735768438,0.5056393089156808,1.0864549187822918e-11
CO,WINTER,MEAN_T_AVG,0.03885311020401627,0.41889172623775767,2.4631740410250493e-09
CO,WINTER,MAX_T_AVG,0.03933430902778218,0.3263140850920545,3.634699020195224e-07
CO,SUMMER,MIN_T_AVG,0.05573262705214626,0.39838904795400765,7.917981971126258e-09
CO,SUMMER,MEAN_T_AVG,0.04696388399231995,0.3753277577560659,2.816939272265279e-08
CO,SUMMER,MAX_T_AVG,0.05058485114420712,0.36446534809782777,5.043964150093364e-08
CP,WINTER,MIN_T_AVG,0.0337964578438442,0.05355442908592185,0.617566946547897
CP,WINTER,MEAN_T_AVG,-0.07694960935033406,0.3045417768416093,0.19902386687724113
